SMILES,NAME,i_m_ct_format,i_sd_PUBCHEM\_COMPOUND\_CID,s_sd_PUBCHEM\_IUPAC\_INCHI,s_sd_PUBCHEM\_IUPAC\_INCHIKEY,r_sd_PUBCHEM\_EXACT\_MASS,s_sd_PUBCHEM\_MOLECULAR\_FORMULA,r_sd_PUBCHEM\_MOLECULAR\_WEIGHT,r_sd_PUBCHEM\_CACTVS\_TPSA,i_sd_Reference_for_HalfLife\_AID\_num,i_sd_Stable,r_sd_Half-Life_in_MLM_minutes,s_sd_PUBCHEM\_IUPAC\_NAME,s_sd_PUBCHEM\_IUPAC\_TRADITIONAL\_NAME,b_sd_chiral_flag,i_sd_version,s_m_source_file,i_m_source_file_index,i_lp_mmshare_version,i_f3d_flags,s_epik_input,s_epik_cmdline,r_lp_tautomer_probability,r_epik_Ionization_Penalty,r_epik_Ionization_Penalty_Charging,r_epik_Ionization_Penalty_Neutral,r_epik_State_Penalty,r_epik_Charging_Adjusted_Penalty,i_epik_Tot_Q,i_epik_Tot_abs_Q,s_st_EZ_1,s_st_EZ_2,s_lp_Force_Field,r_lp_Energy,b_lp_Chiralities_Consistent,s_lp_Variant,r_mmod_Potential_Energy-S-OPLS,r_mmod_Stretch_Energy-S-OPLS,r_mmod_Bend_Energy-S-OPLS,r_mmod_Torsional_Energy-S-OPLS,r_mmod_Improper_Torsional_Energy-S-OPLS,r_mmod_Van_der_Waal_Energy-S-OPLS,r_mmod_Electrostatic_Energy-S-OPLS,r_mmod_Solvation_Energy-S-OPLS,b_mmod_Minimization_Converged-S-OPLS,r_mmod_RMS_Derivative-S-OPLS,i_sd_Name,r_sd_PUBCHEM\_XLOGP3\_AA,s_sd_Qualifier_for_MLM_HalfLife,s_epik_Chemistry_Notes,i_qp_#stars,i_qp_#amine,i_qp_#amidine,i_qp_#acid,i_qp_#amide,i_qp_#rotor,i_qp_#rtvFG,i_qp_CNS,r_qp_mol_MW,r_qp_dipole,r_qp_SASA,r_qp_FOSA,r_qp_FISA,r_qp_PISA,r_qp_WPSA,r_qp_volume,r_qp_donorHB,r_qp_accptHB,r_qp_dip^2/V,r_qp_ACxDN^.5/SA,r_qp_glob,r_qp_QPpolrz,r_qp_QPlogPC16,r_qp_QPlogPoct,r_qp_QPlogPw,r_qp_QPlogPo/w,r_qp_QPlogS,r_qp_CIQPlogS,r_qp_QPlogHERG,r_qp_QPPCaco,r_qp_QPlogBB,r_qp_QPPMDCK,r_qp_QPlogKp,r_qp_IP(eV),r_qp_EA(eV),i_qp_#metab,r_qp_QPlogKhsa,i_qp_HumanOralAbsorption,r_qp_PercentHumanOralAbsorption,r_qp_SAfluorine,r_qp_SAamideO,r_qp_PSA,i_qp_#NandO,i_qp_RuleOfFive,i_qp_RuleOfThree,i_qp_#ringatoms,i_qp_#in34,i_qp_#in56,i_qp_#noncon,i_qp_#nonHatm,r_qp_Jm
c1ccccc1C#Cc(cc2)cc(F)c2C(=O)N[C@H](C(=O)Nc3ccncc3)Cc4c[nH]c(c45)cccc5,72705273,2,72705273,"InChI=1S/C31H23FN4O2/c32-27-18-22(11-10-21-6-2-1-3-7-21)12-13-26(27)30(37)36-29(31(38)35-24-14-16-33-17-15-24)19-23-20-34-28-9-5-4-8-25(23)28/h1-9,12-18,20,29,34H,19H2,(H,36,37)(H,33,35,38)/t29-/m0/s1",HZYJPHNNQICBGS-LJAQVGFWSA-N,502.180504,C31H23FN4O2,502.538323,86.9,774153,1,104.0,2-fluoro-N-[(2S)-3-(1H-indol-3-yl)-1-oxo-1-(pyridin-4-ylamino)propan-2-yl]-4-(2-phenylethynyl)benzamide,2-fluoro-N-[(1S)-1-(1H-indol-3-ylmethyl)-2-keto-2-(4-pyridylamino)ethyl]-4-(2-phenylethynyl)benzamide,1,0,ligprep_3.sdf,385,55137,0,W2NIXTFbY0hdW2NIXVtjSF1bY0hdYzFDI0NjKFtjSF1bY0hdMilbY0hdYyhGKWMyQyg9TylbTkhdW0NASF0oQyg9TylbTkhdYzNbY0hdW2NIXW5bY0hdW2NIXTMpW0NIMl1jNFtjSF1bbkhdYyhjNDUpW2NIXVtjSF1bY0hdW2NIXTU=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.0026,0.0,0.0026,0.0018,0.00179740777180659,0,0,,,S-OPLS,39.137936,1,72705273-1,-231.589050292969,17.4586429595947,26.902925491333,11.3144426345825,0.283252894878387,140.676361083984,-311.473327636719,-116.751342773438,1,0.0338227450847626,72705273,,,,5,0,0,0,0,8,0,-2,502.547,11.124,913.086,34.067,111.906,730.004,37.109,1606.815,2.25,5.75,0.0770121,0.009446,0.7266033,59.985,19.975,28.011,14.851,6.944,-9.409,-8.654,-9.437,860.388,-1.241,671.496,-0.242,8.635,0.757,4,1.399,1,94.212,37.109,0.0,94.063,6,2,1,27,0,27,0,38,0.000112061754162075
c1cccc(c12)[nH]cc2C[C@@H](C(=O)Nc3ccncc3)NC(=O)c4c(F)cc(cc4)-c5ccc(N)cc5,72705272,2,72705272,"InChI=1S/C29H24FN5O2/c30-25-15-19(18-5-8-21(31)9-6-18)7-10-24(25)28(36)35-27(29(37)34-22-11-13-32-14-12-22)16-20-17-33-26-4-2-1-3-23(20)26/h1-15,17,27,33H,16,31H2,(H,35,36)(H,32,34,37)/t27-/m0/s1",PMUBSODRTYULKH-MHZLTWQESA-N,493.191403,C29H24FN5O2,493.531563,113.0,774153,0,17.0,4-(4-aminophenyl)-2-fluoro-N-[(2S)-3-(1H-indol-3-yl)-1-oxo-1-(pyridin-4-ylamino)propan-2-yl]benzamide,4-(4-aminophenyl)-2-fluoro-N-[(1S)-1-(1H-indol-3-ylmethyl)-2-keto-2-(4-pyridylamino)ethyl]benzamide,1,0,ligprep_3.sdf,386,55137,0,W2NIXTFbY0hdYyhbTkgyXSlbY0hdW2NIXWMxLWMoW2NIXVtjSF0yKVtjSF1jKEYpYzJDKD1PKVtOSF1bQ0BIXShDKD1PKVtOSF1jM1tjSF1bY0hdbltjSF1bY0hdMylbQ0gyXWM0W2NIXVtuSF1jKGM0NSlbY0hdW2NIXVtjSF1bY0hdNQ==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,0.0043,0.0,0.0043,-0.0,0.0,0,0,,,S-OPLS,42.091962,1,72705272-1,-348.396392822266,19.7324981689453,32.5636367797852,7.32162094116211,2.9676628112793,152.384658813477,-445.341400146484,-118.025032043457,1,0.047760970890522,72705272,,,,3,0,0,0,0,8,0,-2,493.539,10.039,830.868,36.64,181.063,600.003,13.162,1502.932,3.75,6.75,0.0670539,0.0157321,0.7637054,54.587,18.699,28.903,17.413,4.886,-7.249,-7.919,-8.217,190.055,-1.956,97.052,-1.975,8.396,0.594,5,0.825,1,96.341,13.162,0.0,119.583,7,0,1,27,0,27,0,37,0.000294531594558051
c1cccc(c12)[nH]cc2C[C@@H](C(=O)Nc3ccncc3)NC(=O)c4c(F)cc(cc4)-c5cc(F)c([O-])cc5,72705271,2,72705271,"InChI=1S/C29H22F2N4O3/c30-23-13-17(18-6-8-27(36)24(31)14-18)5-7-22(23)28(37)35-26(29(38)34-20-9-11-32-12-10-20)15-19-16-33-25-4-2-1-3-21(19)25/h1-14,16,26,33,36H,15H2,(H,35,37)(H,32,34,38)/t26-/m0/s1",XIOYGMZYXAZGAH-SANMLTNESA-N,512.165997,C29H22F2N4O3,512.506786,107.0,774153,0,29.0,2-fluoro-4-(3-fluoro-4-hydroxyphenyl)-N-[(2S)-3-(1H-indol-3-yl)-1-oxo-1-(pyridin-4-ylamino)propan-2-yl]benzamide,2-fluoro-4-(3-fluoro-4-hydroxy-phenyl)-N-[(1S)-1-(1H-indol-3-ylmethyl)-2-keto-2-(4-pyridylamino)ethyl]benzamide,1,0,ligprep_3.sdf,387,55137,0,W2NIXTFbY0hdYyhbT0hdKWMoRilbY0hdYzEtYyhbY0hdW2NIXTIpW2NIXWMoRiljMkMoPU8pW05IXVtDQEhdKEMoPU8pW05IXWMzW2NIXVtjSF1uW2NIXVtjSF0zKVtDSDJdYzRbY0hdW25IXWMoYzQ1KVtjSF1bY0hdW2NIXVtjSF01,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,1.9134,1.9108,0.0026,2.0328,3.9436799344217,-1,1,,,S-OPLS,46.873234,1,72705271-2,-348.109893798828,21.1497955322266,30.2374248504639,14.6515064239502,0.421990573406219,155.056274414063,-242.953506469727,-326.673370361328,1,0.0393131785094738,72705271,,,,4,0,0,0,0,8,0,-2,512.515,9.357,857.99,35.681,166.043,575.987,80.28,1534.341,3.25,6.5,0.057063,0.0136575,0.7498322,55.614,18.285,28.416,16.257,5.602,-8.18,-8.452,-8.327,263.825,-1.69,322.577,-1.783,8.67,0.843,5,0.985,1,77.169,80.28,0.0,115.673,7,2,1,27,0,27,0,38,5.58318916693655e-05
c1cccc(c12)[nH]cc2C[C@@H](C(=O)Nc3ccncc3)NC(=O)c4c(F)cc(cc4)-c5cc(F)c(cc5)OCc6ccccc6,72705270,2,72705270,"InChI=1S/C36H28F2N4O3/c37-30-18-24(25-11-13-34(31(38)19-25)45-22-23-6-2-1-3-7-23)10-12-29(30)35(43)42-33(36(44)41-27-14-16-39-17-15-27)20-26-21-40-32-9-5-4-8-28(26)32/h1-19,21,33,40H,20,22H2,(H,42,43)(H,39,41,44)/t33-/m0/s1",ZXIQCJFJLNVIMZ-XIFFEERXSA-N,602.212947,C36H28F2N4O3,602.629326,96.1,774153,1,83.0,2-fluoro-4-(3-fluoro-4-phenylmethoxyphenyl)-N-[(2S)-3-(1H-indol-3-yl)-1-oxo-1-(pyridin-4-ylamino)propan-2-yl]benzamide,4-(4-benzoxy-3-fluoro-phenyl)-2-fluoro-N-[(1S)-1-(1H-indol-3-ylmethyl)-2-keto-2-(4-pyridylamino)ethyl]benzamide,1,0,ligprep_3.sdf,388,55137,0,W2NIXTFbY0hdW2NIXVtjSF1jKGMxMilbbkhdW2NIXWMyW0NIMl1bQ0BASF0oQyg9TylbTkhdYzNbY0hdW2NIXW5bY0hdW2NIXTMpW05IXUMoPU8pYzRjKEYpW2NIXWMoW2NIXVtjSF00KS1jNVtjSF1jKEYpYyhbY0hdW2NIXTUpT1tDSDJdYzZbY0hdW2NIXVtjSF1bY0hdW2NIXTY=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,0.0026,0.0,0.0026,0.0018,0.00179740777180659,0,0,,,S-OPLS,56.869426,1,72705270-1,-124.09839630127,25.0626792907715,38.7436103820801,8.36172008514404,0.288025170564651,193.060241699219,-259.389068603516,-130.225601196289,1,0.0364721678197384,72705270,,,,8,0,0,0,0,10,0,-2,602.639,12.693,1022.639,67.237,111.957,767.296,76.149,1848.401,2.25,6.5,0.0871622,0.0095342,0.7122625,68.726,22.481,31.78,15.68,8.351,-10.946,-10.767,-9.847,859.433,-1.324,1097.451,0.08,8.66,0.881,6,1.818,1,100.0,76.149,0.0,100.388,7,2,1,33,0,33,0,45,8.20470620104904e-06
N#Cc1cc(ccc1)-c(cc2)cc(F)c2C(=O)N[C@H](C(=O)Nc3ccncc3)Cc4c[nH]c(c45)cccc5,72705269,2,72705269,"InChI=1S/C30H22FN5O2/c31-26-15-21(20-5-3-4-19(14-20)17-32)8-9-25(26)29(37)36-28(30(38)35-23-10-12-33-13-11-23)16-22-18-34-27-7-2-1-6-24(22)27/h1-15,18,28,34H,16H2,(H,36,37)(H,33,35,38)/t28-/m0/s1",ZGWVPROLWPUUKY-NDEPHWFRSA-N,503.175753,C30H22FN5O2,503.526383,111.0,774153,0,22.0,4-(3-cyanophenyl)-2-fluoro-N-[(2S)-3-(1H-indol-3-yl)-1-oxo-1-(pyridin-4-ylamino)propan-2-yl]benzamide,4-(3-cyanophenyl)-2-fluoro-N-[(1S)-1-(1H-indol-3-ylmethyl)-2-keto-2-(4-pyridylamino)ethyl]benzamide,1,0,ligprep_3.sdf,389,55137,0,W2NIXTFbY0hdW2NIXWMoQyNOKVtjSF1jMS1jKFtjSF1bY0hdMilbY0hdYyhGKWMyQyg9TylbTkhdW0NASF0oQyg9TylbTkhdYzNbY0hdW2NIXW5bY0hdW2NIXTMpW0NIMl1jNFtjSF1bbkhdYyhjNDUpW2NIXVtjSF1bY0hdW2NIXTU=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.0026,0.0,0.0026,0.0018,0.00179740777180659,0,0,,,S-OPLS,45.638546,1,72705269-1,-166.172515869141,20.9384860992432,31.1467018127441,18.180347442627,0.477105677127838,150.91291809082,-266.89208984375,-120.935981750488,1,0.0434144511818886,72705269,,,,4,0,0,0,0,8,0,-2,503.534,14.377,852.396,37.179,184.897,595.462,34.858,1540.142,2.25,7.25,0.1342113,0.0127582,0.7566546,56.032,18.618,28.511,15.763,5.254,-8.795,-9.088,-8.309,174.793,-1.986,116.563,-2.061,8.824,1.06,4,0.948,1,71.929,34.858,0.0,118.392,7,2,1,27,0,27,0,38,7.00404283613621e-06
c1cccc(c12)[nH]cc2C[C@@H](C(=O)Nc3ccncc3)NC(=O)c4c(F)cc(cc4)-c5cc(F)c(cc5)OC,72705079,2,72705079,"InChI=1S/C30H24F2N4O3/c1-39-28-9-7-19(15-25(28)32)18-6-8-23(24(31)14-18)29(37)36-27(30(38)35-21-10-12-33-13-11-21)16-20-17-34-26-5-3-2-4-22(20)26/h2-15,17,27,34H,16H2,1H3,(H,36,37)(H,33,35,38)/t27-/m0/s1",PCLXHWXZKLLONS-MHZLTWQESA-N,526.181647,C30H24F2N4O3,526.533366,96.1,774153,0,14.0,2-fluoro-4-(3-fluoro-4-methoxyphenyl)-N-[(2S)-3-(1H-indol-3-yl)-1-oxo-1-(pyridin-4-ylamino)propan-2-yl]benzamide,2-fluoro-4-(3-fluoro-4-methoxy-phenyl)-N-[(1S)-1-(1H-indol-3-ylmethyl)-2-keto-2-(4-pyridylamino)ethyl]benzamide,1,0,ligprep_3.sdf,390,55137,0,W2NIXTFbY0hdYyhPW0NIM10pYyhGKVtjSF1jMS1jKFtjSF1bY0hdMilbY0hdYyhGKWMyQyg9TylbTkhdW0NASF0oQyg9TylbTkhdYzNbY0hdW2NIXW5bY0hdW2NIXTMpW0NIMl1jNFtjSF1bbkhdYyhjNDUpW2NIXVtjSF1bY0hdW2NIXTU=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,0.0026,0.0,0.0026,0.0018,0.00179740777180659,0,0,,,S-OPLS,47.283338,1,72705079-1,-171.118133544922,21.3361034393311,38.1497611999512,8.55780982971191,0.413201957941055,158.542541503906,-273.897155761719,-124.220405578613,1,0.0460495725274086,72705079,,,,4,0,0,0,0,8,0,-2,526.541,9.563,883.241,128.594,115.047,559.883,79.717,1589.875,2.25,6.5,0.0575245,0.0110389,0.7458668,57.683,18.15,27.405,14.397,6.48,-8.796,-8.849,-8.314,803.364,-1.102,1067.235,-0.899,8.676,0.877,5,1.218,1,90.965,79.717,0.0,102.049,7,2,1,27,0,27,0,39,0.000106134746484371
c1cccc(c12)[nH]cc2C[C@@H](C(=O)Nc3ccncc3)NC(=O)c4c(F)cc(cc4)-c5c(Cl)cccc5,72705077,2,72705077,"InChI=1S/C29H22ClFN4O2/c30-24-7-3-1-5-21(24)18-9-10-23(25(31)15-18)28(36)35-27(29(37)34-20-11-13-32-14-12-20)16-19-17-33-26-8-4-2-6-22(19)26/h1-15,17,27,33H,16H2,(H,35,36)(H,32,34,37)/t27-/m0/s1",LYWZYWJFFKMDRR-MHZLTWQESA-N,512.141532,C29H22ClFN4O2,512.961983,86.9,774153,0,19.0,4-(2-chlorophenyl)-2-fluoro-N-[(2S)-3-(1H-indol-3-yl)-1-oxo-1-(pyridin-4-ylamino)propan-2-yl]benzamide,4-(2-chlorophenyl)-2-fluoro-N-[(1S)-1-(1H-indol-3-ylmethyl)-2-keto-2-(4-pyridylamino)ethyl]benzamide,1,0,ligprep_3.sdf,391,55137,0,W2NIXTFbY0hdW2NIXVtjSF1jKENsKWMxLWMoW2NIXVtjSF0yKVtjSF1jKEYpYzJDKD1PKVtOSF1bQ0BIXShDKD1PKVtOSF1jM1tjSF1bY0hdbltjSF1bY0hdMylbQ0gyXWM0W2NIXVtuSF1jKGM0NSlbY0hdW2NIXVtjSF1bY0hdNQ==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.0026,0.0,0.0026,0.0018,0.00179740777180659,0,0,,,S-OPLS,44.179489,1,72705077-1,-170.666564941406,19.9139194488525,29.5875282287598,20.9525032043457,0.440885454416275,148.604888916016,-278.952239990234,-111.214042663574,1,0.048037938773632,72705077,,,,4,0,0,0,0,7,0,-1,512.97,11.41,857.765,35.52,115.586,614.55,92.109,1537.563,2.25,5.75,0.0846677,0.0100552,0.7510784,56.754,18.676,27.247,14.197,6.568,-8.825,-8.867,-8.491,793.955,-0.998,1232.008,-0.813,8.657,0.771,4,1.266,1,91.388,36.032,0.0,93.998,6,2,1,27,0,27,0,37,0.000118225268077231
c1cccc(c12)[nH]cc2C[C@@H](C(=O)Nc3ccncc3)NC(=O)c4c(F)cc(cc4)-c5ccc(Cl)cc5,72705075,2,72705075,"InChI=1S/C29H22ClFN4O2/c30-21-8-5-18(6-9-21)19-7-10-24(25(31)15-19)28(36)35-27(29(37)34-22-11-13-32-14-12-22)16-20-17-33-26-4-2-1-3-23(20)26/h1-15,17,27,33H,16H2,(H,35,36)(H,32,34,37)/t27-/m0/s1",BZMHLXYJYSXKDL-MHZLTWQESA-N,512.141532,C29H22ClFN4O2,512.961983,86.9,774153,0,27.0,4-(4-chlorophenyl)-2-fluoro-N-[(2S)-3-(1H-indol-3-yl)-1-oxo-1-(pyridin-4-ylamino)propan-2-yl]benzamide,4-(4-chlorophenyl)-2-fluoro-N-[(1S)-1-(1H-indol-3-ylmethyl)-2-keto-2-(4-pyridylamino)ethyl]benzamide,1,0,ligprep_3.sdf,392,55137,0,W2NIXTFbY0hdYyhDbClbY0hdW2NIXWMxLWMoW2NIXVtjSF0yKVtjSF1jKEYpYzJDKD1PKVtOSF1bQ0BIXShDKD1PKVtOSF1jM1tjSF1bY0hdbltjSF1bY0hdMylbQ0gyXWM0W2NIXVtuSF1jKGM0NSlbY0hdW2NIXVtjSF1bY0hdNQ==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.0026,0.0,0.0026,0.0018,0.00179740777180659,0,0,,,S-OPLS,41.992666,1,72705075-1,-208.056213378906,19.173770904541,28.6094264984131,16.8213634490967,0.416104108095169,146.407424926758,-305.007904052734,-114.47639465332,1,0.0344478003680706,72705075,,,,5,0,0,0,0,7,0,-1,512.97,11.018,860.616,35.25,114.994,602.888,107.484,1539.844,2.25,5.75,0.0788383,0.0100219,0.7493303,56.733,18.736,27.205,14.126,6.631,-8.942,-8.867,-8.463,804.285,-0.96,1516.731,-0.843,8.69,0.942,4,1.272,1,91.855,35.974,0.0,93.991,6,2,1,27,0,27,0,37,8.41045948564494e-05
c1cccc(c12)[nH]cc2C[C@@H](C(=O)Nc3ccncc3)NC(=O)c4c(F)cc(cc4)-c5c(F)ccc(F)c5,72704885,2,72704885,"InChI=1S/C29H21F3N4O2/c30-19-6-8-24(31)23(15-19)17-5-7-22(25(32)13-17)28(37)36-27(29(38)35-20-9-11-33-12-10-20)14-18-16-34-26-4-2-1-3-21(18)26/h1-13,15-16,27,34H,14H2,(H,36,37)(H,33,35,38)/t27-/m0/s1",AHABCZVHHYTXPC-MHZLTWQESA-N,514.161661,C29H21F3N4O2,514.49785,86.9,774153,0,22.0,"4-(2,5-difluorophenyl)-2-fluoro-N-[(2S)-3-(1H-indol-3-yl)-1-oxo-1-(pyridin-4-ylamino)propan-2-yl]benzamide","4-(2,5-difluorophenyl)-2-fluoro-N-[(1S)-1-(1H-indol-3-ylmethyl)-2-keto-2-(4-pyridylamino)ethyl]benzamide",1,0,ligprep_3.sdf,393,55137,0,RmMoW2NIXTEpW2NIXVtjSF1jKEYpYzEtYyhbY0hdW2NIXTIpW2NIXWMoRiljMkMoPU8pW05IXVtDQEhdKEMoPU8pW05IXWMzW2NIXVtjSF1uW2NIXVtjSF0zKVtDSDJdYzRbY0hdW25IXWMoYzQ1KVtjSF1bY0hdW2NIXVtjSF01,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.0026,0.0,0.0026,0.0018,0.00179740777180659,0,0,,,S-OPLS,41.649165,1,72704885-1,-202.632461547852,19.743465423584,28.6632747650146,16.7784156799316,0.4206503033638,149.871795654297,-307.223388671875,-110.886665344238,1,0.047934003174305,72704885,,,,3,0,0,0,0,7,0,-1,514.506,11.632,855.055,35.5,115.278,588.183,116.095,1528.665,2.25,5.75,0.0885068,0.0100871,0.7505488,56.146,17.494,27.156,14.018,6.574,-8.881,-8.898,-8.373,799.324,-0.938,1679.479,-0.9,8.679,1.064,4,1.242,1,91.476,116.095,0.0,94.003,6,2,1,27,0,27,0,38,8.51968773054231e-05
c1cccc(c12)[nH]cc2C[C@@H](C(=O)Nc3ccncc3)NC(=O)c4c(F)cc(cc4)-c5c(F)cccc5,72704883,2,72704883,"InChI=1S/C29H22F2N4O2/c30-24-7-3-1-5-21(24)18-9-10-23(25(31)15-18)28(36)35-27(29(37)34-20-11-13-32-14-12-20)16-19-17-33-26-8-4-2-6-22(19)26/h1-15,17,27,33H,16H2,(H,35,36)(H,32,34,37)/t27-/m0/s1",AFTUGEHIJZMZAW-MHZLTWQESA-N,496.171082,C29H22F2N4O2,496.507386,86.9,774153,0,23.0,2-fluoro-4-(2-fluorophenyl)-N-[(2S)-3-(1H-indol-3-yl)-1-oxo-1-(pyridin-4-ylamino)propan-2-yl]benzamide,2-fluoro-4-(2-fluorophenyl)-N-[(1S)-1-(1H-indol-3-ylmethyl)-2-keto-2-(4-pyridylamino)ethyl]benzamide,1,0,ligprep_3.sdf,394,55137,0,W2NIXTFbY0hdW2NIXVtjSF1jKEYpYzEtYyhbY0hdW2NIXTIpW2NIXWMoRiljMkMoPU8pW05IXVtDQEhdKEMoPU8pW05IXWMzW2NIXVtjSF1uW2NIXVtjSF0zKVtDSDJdYzRbY0hdW25IXWMoYzQ1KVtjSF1bY0hdW2NIXVtjSF01,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.0026,0.0,0.0026,0.0018,0.00179740777180659,0,0,,,S-OPLS,43.1703,1,72704883-1,-182.166976928711,19.7150630950928,28.6018104553223,16.7451934814453,0.420651465654373,150.411178588867,-285.874908447266,-112.185981750488,1,0.0479694604873657,72704883,,,,2,0,0,0,0,7,0,-2,496.515,11.284,846.583,35.509,115.582,626.224,69.269,1512.944,2.25,5.75,0.0841596,0.010188,0.7528537,55.88,17.899,26.842,14.242,6.34,-8.526,-8.531,-8.518,794.03,-1.048,923.716,-0.772,8.645,0.857,4,1.201,1,100.0,69.269,0.0,93.995,6,1,1,27,0,27,0,37,0.000249997841150104
c1cccc(c12)[nH]cc2C[C@@H](C(=O)Nc3ccncc3)NC(=O)c4c(F)cc(cc4)-c5ccc(F)cc5,72704882,2,72704882,"InChI=1S/C29H22F2N4O2/c30-21-8-5-18(6-9-21)19-7-10-24(25(31)15-19)28(36)35-27(29(37)34-22-11-13-32-14-12-22)16-20-17-33-26-4-2-1-3-23(20)26/h1-15,17,27,33H,16H2,(H,35,36)(H,32,34,37)/t27-/m0/s1",TVFBWICTVBGOFM-MHZLTWQESA-N,496.171082,C29H22F2N4O2,496.507386,86.9,774153,0,20.0,2-fluoro-4-(4-fluorophenyl)-N-[(2S)-3-(1H-indol-3-yl)-1-oxo-1-(pyridin-4-ylamino)propan-2-yl]benzamide,2-fluoro-4-(4-fluorophenyl)-N-[(1S)-1-(1H-indol-3-ylmethyl)-2-keto-2-(4-pyridylamino)ethyl]benzamide,1,0,ligprep_3.sdf,395,55137,0,W2NIXTFbY0hdYyhGKVtjSF1bY0hdYzEtYyhbY0hdW2NIXTIpW2NIXWMoRiljMkMoPU8pW05IXVtDQEhdKEMoPU8pW05IXWMzW2NIXVtjSF1uW2NIXVtjSF0zKVtDSDJdYzRbY0hdW25IXWMoYzQ1KVtjSF1bY0hdW2NIXVtjSF01,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.0026,0.0,0.0026,0.0018,0.00179740777180659,0,0,,,S-OPLS,41.842926,1,72704882-1,-227.297317504883,18.5058937072754,28.2076511383057,14.9761953353882,0.413697153329849,145.086761474609,-319.403656005859,-115.083847045898,1,0.0421853512525558,72704882,,,,2,0,0,0,0,7,0,-2,496.515,10.998,844.501,35.236,114.966,611.524,82.775,1511.12,2.25,5.75,0.0800473,0.0102131,0.7541036,55.666,17.675,26.758,14.137,6.368,-8.548,-8.531,-8.427,804.783,-1.003,1111.332,-0.812,8.701,0.921,4,1.197,1,100.0,82.775,0.0,93.989,6,1,1,27,0,27,0,37,0.000216564382711201
